split,sample,source_image_id,source_file_name,sample_key,source_category,instruction,shapes,manual_check_required
train,train__002__-harness_missing-117-_JPG.rf.0c2db2316b9f407360c0054c3ef3a747__harness_missing,403,002__-harness_missing-117-_JPG.rf.0c2db2316b9f407360c0054c3ef3a747.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,7,False
train,train__002__-guardrail_missing-71-_jpg.rf.25aa761e809e503bf07e8d13bbee90d4__guardrail_missing,406,002__-guardrail_missing-71-_jpg.rf.25aa761e809e503bf07e8d13bbee90d4.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,13,False
train,train__002__-poor_housekeeping-109-_jpg.rf.1a14be04b7b13cdd30df6c65e851d3be__poor_housekeeping,407,002__-poor_housekeeping-109-_jpg.rf.1a14be04b7b13cdd30df6c65e851d3be.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,16,False
train,train__002__-helmet_missing-94-_JPG.rf.c9c973fe370850661b85ff9edf4c4543__helmet_missing,409,002__-helmet_missing-94-_JPG.rf.c9c973fe370850661b85ff9edf4c4543.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,6,False
train,train__002__-opening_unprotected-70-_jpg.rf.3a438636e6ba40b13de35b3ee90a050e__opening_unprotected,410,002__-opening_unprotected-70-_jpg.rf.3a438636e6ba40b13de35b3ee90a050e.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,3,False
train,train__002__-harness_missing-170-_JPG.rf.f3f561d9a590c6ab7cb1ee42a4f1de42__harness_missing,411,002__-harness_missing-170-_JPG.rf.f3f561d9a590c6ab7cb1ee42a4f1de42.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,16,False
train,train__002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2__equipment_proximity,413,002__-equipment_proximity-82-_jpg.rf.b214789aedaec905a7c7ea2b5765dec2.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,2,False
train,train__002__-opening_unprotected-86-_JPG.rf.291dbd7bf7ce0c8fa1e5e6d919ee7910__opening_unprotected,414,002__-opening_unprotected-86-_JPG.rf.291dbd7bf7ce0c8fa1e5e6d919ee7910.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,15,False
train,train__002__-harness_missing-89-_JPG.rf.f4eea1281fc911f661839f1dcea3b922__harness_missing,418,002__-harness_missing-89-_JPG.rf.f4eea1281fc911f661839f1dcea3b922.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,5,False
train,train__002__-guardrail_missing-21-_jpg.rf.06dfe554a82eae6f38aced135e6e7986__guardrail_missing,419,002__-guardrail_missing-21-_jpg.rf.06dfe554a82eae6f38aced135e6e7986.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,19,False
train,train__002__-equipment_proximity-259-_jpg.rf.c3e474855b94667dd5969459a79d4c53__equipment_proximity,420,002__-equipment_proximity-259-_jpg.rf.c3e474855b94667dd5969459a79d4c53.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,5,False
train,train__002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a__helmet_missing,422,002__-helmet_missing-242-_jpg.rf.5ae76133d77e0f7f4c7bd62f7886297a.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,4,False
train,train__002__-opening_unprotected-44-_jpg.rf.428efe28f5e0592506d0e3bdb04861ec__opening_unprotected,423,002__-opening_unprotected-44-_jpg.rf.428efe28f5e0592506d0e3bdb04861ec.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,8,False
train,train__002__-poor_housekeeping-75-_jpg.rf.f828c8a58ca1aac938cdcab9fb1bf245__poor_housekeeping,424,002__-poor_housekeeping-75-_jpg.rf.f828c8a58ca1aac938cdcab9fb1bf245.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,5,False
train,train__002__-guardrail_missing-15-_jpg.rf.f6d48022ae8fff251a6c1feb4141bca5__guardrail_missing,425,002__-guardrail_missing-15-_jpg.rf.f6d48022ae8fff251a6c1feb4141bca5.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,21,False
train,train__002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4__helmet_missing,427,002__-helmet_missing-72-_JPG.rf.adbb8dbfc83e66810b1e602d95e18ee4.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,1,False
train,train__002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9__opening_unprotected,428,002__-opening_unprotected-38-_JPG.rf.e050d009e047a02e5e0474b3aa8dcba9.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__002__-equipment_proximity-122-_jpg.rf.b1840d22e4e43d2933a6de6bb083cc3e__equipment_proximity,429,002__-equipment_proximity-122-_jpg.rf.b1840d22e4e43d2933a6de6bb083cc3e.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,2,False
train,train__002__-opening_unprotected-3-_jpg.rf.99f562457acce44035ebb4384c456ea3__opening_unprotected,432,002__-opening_unprotected-3-_jpg.rf.99f562457acce44035ebb4384c456ea3.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,3,False
train,train__002__-poor_housekeeping-129-_jpg.rf.74ed7b935be10906e037b0a3eb35df45__poor_housekeeping,435,002__-poor_housekeeping-129-_jpg.rf.74ed7b935be10906e037b0a3eb35df45.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,1,False
train,train__002__-guardrail_missing-78-_jpg.rf.564422cca9284dc9ef51c2f06ce4c46d__guardrail_missing,436,002__-guardrail_missing-78-_jpg.rf.564422cca9284dc9ef51c2f06ce4c46d.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,11,False
train,train__002__-harness_missing-182-_JPG.rf.ed93e31dbfc04aa3f19021a376e7e72f__harness_missing,437,002__-harness_missing-182-_JPG.rf.ed93e31dbfc04aa3f19021a376e7e72f.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,28,False
train,train__002__-equipment_proximity-201-_jpg.rf.fb6aebd232ec3047b6d5a85f4eabee05__equipment_proximity,438,002__-equipment_proximity-201-_jpg.rf.fb6aebd232ec3047b6d5a85f4eabee05.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,14,False
train,train__002__-helmet_missing-216-_jpg.rf.5f1137965729c0f6a94a6ee66fa7491c__helmet_missing,439,002__-helmet_missing-216-_jpg.rf.5f1137965729c0f6a94a6ee66fa7491c.jpg,helmet_missing,helmet_missing,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,2,False
train,train__002__-opening_unprotected-24-_jpg.rf.4ce6c3ef7f246e8f636c8c6c14889dc9__opening_unprotected,440,002__-opening_unprotected-24-_jpg.rf.4ce6c3ef7f246e8f636c8c6c14889dc9.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,2,False
train,train__002__-poor_housekeeping-52-_jpg.rf.76a22ccd36be076a30788e41b1f5f03f__poor_housekeeping,441,002__-poor_housekeeping-52-_jpg.rf.76a22ccd36be076a30788e41b1f5f03f.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,23,False
train,train__002__-guardrail_missing-68-_jpg.rf.db395d585a617c17c62be480349134f1__guardrail_missing,444,002__-guardrail_missing-68-_jpg.rf.db395d585a617c17c62be480349134f1.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,12,False
train,train__002__-equipment_proximity-15-_JPG.rf.e5d7ab8533751ed9006f0bba61f89eb4__equipment_proximity,445,002__-equipment_proximity-15-_JPG.rf.e5d7ab8533751ed9006f0bba61f89eb4.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,2,False
train,train__002__-equipment_proximity-48-_JPG.rf.337df34ced0535025e8eae69360de492__equipment_proximity,446,002__-equipment_proximity-48-_JPG.rf.337df34ced0535025e8eae69360de492.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,40,False
train,train__002__-equipment_proximity-48-_JPG.rf.337df34ced0535025e8eae69360de492__helmet_missing,446,002__-equipment_proximity-48-_JPG.rf.337df34ced0535025e8eae69360de492.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,5,False
train,train__002__-guardrail_missing-134-_jpg.rf.27f1f5ed0e901e07f02afe7c85a092c5__guardrail_missing,448,002__-guardrail_missing-134-_jpg.rf.27f1f5ed0e901e07f02afe7c85a092c5.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,6,False
train,train__002__-opening_unprotected-97-_jpg.rf.c72250551026b664fe07f3e3eb005e8c__opening_unprotected,452,002__-opening_unprotected-97-_jpg.rf.c72250551026b664fe07f3e3eb005e8c.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,2,False
train,train__002__-opening_unprotected-100-_jpg.rf.c49a1fb27660e0830d9361a4dfb66a72__opening_unprotected,454,002__-opening_unprotected-100-_jpg.rf.c49a1fb27660e0830d9361a4dfb66a72.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__002__-helmet_missing-38-_JPG.rf.c464d69b15115d5af8f383dafafcac23__helmet_missing,456,002__-helmet_missing-38-_JPG.rf.c464d69b15115d5af8f383dafafcac23.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,6,False
train,train__002__-poor_housekeeping-101-_jpg.rf.696cb7ba627bac016baf2ab84f65455d__poor_housekeeping,457,002__-poor_housekeeping-101-_jpg.rf.696cb7ba627bac016baf2ab84f65455d.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,10,False
train,train__002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0__equipment_proximity,459,002__-equipment_proximity-91-_JPG.rf.76f4997dfe9f95591144a23b69edecf0.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,2,False
train,train__002__-helmet_missing-212-_JPG.rf.afb8cf82748a3bd31c099274e3548826__helmet_missing,461,002__-helmet_missing-212-_JPG.rf.afb8cf82748a3bd31c099274e3548826.jpg,helmet_missing,helmet_missing,圈出图中没有佩戴安全帽的工人。,4,False
train,train__002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae__guardrail_missing,463,002__-guardrail_missing-5-_jpg.rf.6802e902faaad439c5a8a4827e7d8cae.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__002__-opening_unprotected-48-_JPG.rf.82a14a3540f2f466ef84a998f70fa4d9__opening_unprotected,464,002__-opening_unprotected-48-_JPG.rf.82a14a3540f2f466ef84a998f70fa4d9.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,2,False
train,train__002__-equipment_proximity-83-_jpg.rf.eac2df4fd29d1b4a99b66c439bd94bbf__equipment_proximity,465,002__-equipment_proximity-83-_jpg.rf.eac2df4fd29d1b4a99b66c439bd94bbf.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,35,False
train,train__002__-poor_housekeeping-50-_jpg.rf.7f95b2ceacd38e5a149b87f03f3660bd__poor_housekeeping,467,002__-poor_housekeeping-50-_jpg.rf.7f95b2ceacd38e5a149b87f03f3660bd.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,38,False
train,train__002__-opening_unprotected-8-_jpg.rf.e01cf0c609a37e26e76eb215a353700e__opening_unprotected,468,002__-opening_unprotected-8-_jpg.rf.e01cf0c609a37e26e76eb215a353700e.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,35,False
train,train__002__-helmet_missing-183-_JPG.rf.0b8f2aa5408bb8f3fecc196dbb4e10c0__helmet_missing,469,002__-helmet_missing-183-_JPG.rf.0b8f2aa5408bb8f3fecc196dbb4e10c0.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0__equipment_proximity,471,002__-equipment_proximity-254-_jpg.rf.b180e7acdb6bcf5a8ea1596e93d84cd0.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,38,False
train,train__002__-poor_housekeeping-56-_jpg.rf.2e0625e3121baa6faa4071a568f12550__poor_housekeeping,475,002__-poor_housekeeping-56-_jpg.rf.2e0625e3121baa6faa4071a568f12550.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,1,False
train,train__002__-helmet_missing-217-_jpg.rf.4376098cb38d18e51b400cdb7591d870__helmet_missing,476,002__-helmet_missing-217-_jpg.rf.4376098cb38d18e51b400cdb7591d870.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-helmet_missing-83-_JPG.rf.359f1a885f81bb5feecad32ef8b2b1ef__helmet_missing,478,002__-helmet_missing-83-_JPG.rf.359f1a885f81bb5feecad32ef8b2b1ef.jpg,helmet_missing,helmet_missing,把没有做好头部防护、未戴安全帽的人分割出来。,1,False
train,train__002__-guardrail_missing-142-_jpg.rf.7f21405f5088c419df98f73c173abc8a__guardrail_missing,479,002__-guardrail_missing-142-_jpg.rf.7f21405f5088c419df98f73c173abc8a.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,5,False
train,train__002__-opening_unprotected-4-_jpg.rf.58fde60250c90f7baf551f85f47c8fc0__opening_unprotected,481,002__-opening_unprotected-4-_jpg.rf.58fde60250c90f7baf551f85f47c8fc0.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,1,False
train,train__002__-equipment_proximity-196-_jpg.rf.762ef44f627aa4886807bfb171341bfc__equipment_proximity,482,002__-equipment_proximity-196-_jpg.rf.762ef44f627aa4886807bfb171341bfc.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,2,False
train,train__002__-poor_housekeeping-119-_jpg.rf.0b72f970a2bf66147c5e7b0e05d4bdb7__poor_housekeeping,483,002__-poor_housekeeping-119-_jpg.rf.0b72f970a2bf66147c5e7b0e05d4bdb7.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,1,False
train,train__002__-equipment_proximity-55-_JPG.rf.988e396b93f6f9f5ed2c07db62cd6914__equipment_proximity,484,002__-equipment_proximity-55-_JPG.rf.988e396b93f6f9f5ed2c07db62cd6914.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,3,False
train,train__002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7__poor_housekeeping,486,002__-poor_housekeeping-65-_jpg.rf.5631387269fc76ea9df781daec4fd1b7.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,1,False
train,train__002__-opening_unprotected-35-_jpg.rf.97649f06c7db51880df3a06b21a394d9__opening_unprotected,487,002__-opening_unprotected-35-_jpg.rf.97649f06c7db51880df3a06b21a394d9.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,6,False
train,train__002__-helmet_missing-67-_JPG.rf.f9eaf7c6e1b72c0ed50ff73144f2fefa__helmet_missing,488,002__-helmet_missing-67-_JPG.rf.f9eaf7c6e1b72c0ed50ff73144f2fefa.jpg,helmet_missing,helmet_missing,现场哪些人员存在未戴安全帽的安全隐患?请分割出来。,1,False
train,train__002__-guardrail_missing-88-_jpg.rf.d822744e11ae1db7b43307ea38c9d06a__guardrail_missing,494,002__-guardrail_missing-88-_jpg.rf.d822744e11ae1db7b43307ea38c9d06a.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,7,False
train,train__002__-guardrail_missing-73-_jpg.rf.f3484b1e78b6124f5d6ee5fc1285062a__guardrail_missing,496,002__-guardrail_missing-73-_jpg.rf.f3484b1e78b6124f5d6ee5fc1285062a.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,3,False
train,train__002__-opening_unprotected-65-_jpg.rf.c6c15454807308db493f770d6c0fbabe__opening_unprotected,498,002__-opening_unprotected-65-_jpg.rf.c6c15454807308db493f770d6c0fbabe.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,4,False
train,train__002__-equipment_proximity-30-_JPG.rf.5633563f8283cd708a6de9eeccd44ca8__equipment_proximity,501,002__-equipment_proximity-30-_JPG.rf.5633563f8283cd708a6de9eeccd44ca8.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,1,False
train,train__002__-equipment_proximity-166-_jpg.rf.aafafd4a8263f0958b99b30b7a1fdb44__equipment_proximity,505,002__-equipment_proximity-166-_jpg.rf.aafafd4a8263f0958b99b30b7a1fdb44.jpg,equipment_proximity,equipment_proximity,圈出施工现场设备邻近作业人员的危险区域。,28,False
train,train__002__-opening_unprotected-32-_jpg.rf.c2e6ce1de7f19100294ee9f927cbcba6__opening_unprotected,507,002__-opening_unprotected-32-_jpg.rf.c2e6ce1de7f19100294ee9f927cbcba6.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__002__-poor_housekeeping-107-_JPG.rf.b041ca2777bea6201468b6c1552ae5b3__poor_housekeeping,510,002__-poor_housekeeping-107-_JPG.rf.b041ca2777bea6201468b6c1552ae5b3.jpg,poor_housekeeping,poor_housekeeping,标出现场材料堆放混乱或文明施工不到位的区域。,11,False
train,train__002__-opening_unprotected-37-_JPG.rf.8733e1e969639d94999cd30c1de7ab74__opening_unprotected,511,002__-opening_unprotected-37-_JPG.rf.8733e1e969639d94999cd30c1de7ab74.jpg,opening_unprotected,opening_unprotected,图中哪些洞口或临边没有做防护?请分割出来。,1,False
train,train__002__-helmet_missing-53-_JPG.rf.412c649c38f57df8e014e87910b16e30__helmet_missing,514,002__-helmet_missing-53-_JPG.rf.412c649c38f57df8e014e87910b16e30.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-guardrail_missing-85-_jpg.rf.4ce1c7209698398feb92fe040d972e52__guardrail_missing,517,002__-guardrail_missing-85-_jpg.rf.4ce1c7209698398feb92fe040d972e52.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,19,False
train,train__002__-poor_housekeeping-91-_jpg.rf.377643d0d86b2e219b86b4b905734ddd__poor_housekeeping,518,002__-poor_housekeeping-91-_jpg.rf.377643d0d86b2e219b86b4b905734ddd.jpg,poor_housekeeping,poor_housekeeping,图中哪些区域存在场地整理不到位的安全隐患?请分割出来。,17,False
train,train__002__-opening_unprotected-87-_JPG.rf.bfe5e4cfd937b69ca05a68800218e3fa__opening_unprotected,519,002__-opening_unprotected-87-_JPG.rf.bfe5e4cfd937b69ca05a68800218e3fa.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,19,False
train,train__002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891__poor_housekeeping,520,002__-poor_housekeeping-85-_JPG.rf.01ad45d0584478e2b9ec9fc432662891.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,34,False
train,train__002__-opening_unprotected-50-_jpg.rf.9162ad14b8be4f1404b65037f3eccf0d__opening_unprotected,521,002__-opening_unprotected-50-_jpg.rf.9162ad14b8be4f1404b65037f3eccf0d.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,6,False
train,train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__equipment_proximity,524,002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,3,False
train,train__002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7__helmet_missing,524,002__-equipment_proximity-17-_JPG.rf.b93c5e5d7736148c802adeee928911d7.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,2,False
train,train__002__-harness_missing-185-_jpg.rf.43a2cb704f7e0aa1dc00d06c31aa4554__harness_missing,525,002__-harness_missing-185-_jpg.rf.43a2cb704f7e0aa1dc00d06c31aa4554.jpg,harness_missing,harness_missing,标出未按要求佩戴安全带的作业人员。,1,False
train,train__002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a__equipment_proximity,526,002__-equipment_proximity-112-_jpg.rf.ed3ec526c0c6b250679b7e01256aa62a.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,15,False
train,train__002__-opening_unprotected-56-_jpg.rf.aa8cd317fae4c5b468760f6f45d815ea__opening_unprotected,527,002__-opening_unprotected-56-_jpg.rf.aa8cd317fae4c5b468760f6f45d815ea.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,2,False
train,train__002__-guardrail_missing-108-_jpg.rf.f739ca27c7acf55107cbdd3832f2c3c2__guardrail_missing,531,002__-guardrail_missing-108-_jpg.rf.f739ca27c7acf55107cbdd3832f2c3c2.jpg,guardrail_missing,guardrail_missing,把缺少栏杆防护、存在坠落风险的部位分割出来。,33,False
train,train__002__-opening_unprotected-92-_JPG.rf.d609ee21ea393863a35b1867f650d5d9__opening_unprotected,532,002__-opening_unprotected-92-_JPG.rf.d609ee21ea393863a35b1867f650d5d9.jpg,opening_unprotected,opening_unprotected,圈出没有防护的洞口或临边区域。,7,False
train,train__002__-helmet_missing-56-_JPG.rf.e8e98724bdc7941c42683481020e0ea5__helmet_missing,534,002__-helmet_missing-56-_JPG.rf.e8e98724bdc7941c42683481020e0ea5.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,1,False
train,train__002__-equipment_proximity-219-_jpg.rf.6b44cb0b40192bef6c558f428773746d__equipment_proximity,535,002__-equipment_proximity-219-_jpg.rf.6b44cb0b40192bef6c558f428773746d.jpg,equipment_proximity,equipment_proximity,图中哪些位置存在设备靠近人员的安全隐患?请分割出来。,3,False
train,train__002__-guardrail_missing-63-_jpg.rf.13ecc8fcd4377f28663bb18cf8762a08__guardrail_missing,537,002__-guardrail_missing-63-_jpg.rf.13ecc8fcd4377f28663bb18cf8762a08.jpg,guardrail_missing,guardrail_missing,图中哪些位置存在防护栏杆缺失隐患?请分割出来。,3,False
train,train__002__-opening_unprotected-61-_jpg.rf.a73f124f17cc49440d8acef49d488bd6__opening_unprotected,538,002__-opening_unprotected-61-_jpg.rf.a73f124f17cc49440d8acef49d488bd6.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,2,False
train,train__002__-guardrail_missing-74-_jpg.rf.2bb775af0508e78ab1e8836583869aa4__guardrail_missing,539,002__-guardrail_missing-74-_jpg.rf.2bb775af0508e78ab1e8836583869aa4.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,7,False
train,train__002__-poor_housekeeping-82-_JPG.rf.34a434ad6ba136b0722d70f3e37a0fed__poor_housekeeping,542,002__-poor_housekeeping-82-_JPG.rf.34a434ad6ba136b0722d70f3e37a0fed.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,30,False
train,train__002__-equipment_proximity-25-_JPG.rf.c6d1006bbdab5eb80374a137bd80c68f__equipment_proximity,544,002__-equipment_proximity-25-_JPG.rf.c6d1006bbdab5eb80374a137bd80c68f.jpg,equipment_proximity,equipment_proximity,标出人员或设备距离过近、存在碰撞风险的区域。,1,False
train,train__002__-harness_missing-180-_JPG.rf.35bf40624bc39dd0d995727b2b1099f2__harness_missing,545,002__-harness_missing-180-_JPG.rf.35bf40624bc39dd0d995727b2b1099f2.jpg,harness_missing,harness_missing,圈出高处作业但没有系安全带的人员。,17,False
train,train__002__-poor_housekeeping-99-_jpg.rf.10544909ee7a562d78d2bc097f51c1c4__poor_housekeeping,546,002__-poor_housekeeping-99-_jpg.rf.10544909ee7a562d78d2bc097f51c1c4.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,65,False
train,train__002__-guardrail_missing-76-_jpg.rf.33e758df448a9dfe26f778b35004dd9e__guardrail_missing,547,002__-guardrail_missing-76-_jpg.rf.33e758df448a9dfe26f778b35004dd9e.jpg,guardrail_missing,guardrail_missing,标出缺少防护栏杆的区域。,1,False
train,train__002__-opening_unprotected-36-_JPG.rf.edea6f7da674ad2d65489a23c1f87c74__opening_unprotected,549,002__-opening_unprotected-36-_JPG.rf.edea6f7da674ad2d65489a23c1f87c74.jpg,opening_unprotected,opening_unprotected,把缺少防护、可能导致坠落的开口区域分割出来。,1,False
train,train__002__-opening_unprotected-17-_jpg.rf.9d384bc2b870257c41151d93e8ebbd6b__opening_unprotected,551,002__-opening_unprotected-17-_jpg.rf.9d384bc2b870257c41151d93e8ebbd6b.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,14,False
train,train__002__-helmet_missing-61-_JPG.rf.90d60bc2141b8e7f30920f881d1344fe__helmet_missing,552,002__-helmet_missing-61-_JPG.rf.90d60bc2141b8e7f30920f881d1344fe.jpg,helmet_missing,helmet_missing,标出未按规定佩戴安全帽的作业人员。,6,False
train,train__002__-poor_housekeeping-104-_JPG.rf.006f8dad76cf23c889bef089863ac90a__poor_housekeeping,554,002__-poor_housekeeping-104-_JPG.rf.006f8dad76cf23c889bef089863ac90a.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,1,False
train,train__002__-harness_missing-190-_jpg.rf.8976759f3d668dfee82c7a64920d1082__harness_missing,555,002__-harness_missing-190-_jpg.rf.8976759f3d668dfee82c7a64920d1082.jpg,harness_missing,harness_missing,现场哪些工人存在未系安全带的高处作业风险?请分割出来。,11,False
train,train__002__-poor_housekeeping-8-_jpg.rf.64c0f43612c02b41d16e5031b4ecb931__poor_housekeeping,556,002__-poor_housekeeping-8-_jpg.rf.64c0f43612c02b41d16e5031b4ecb931.jpg,poor_housekeeping,poor_housekeeping,圈出施工现场杂乱、可能影响通行安全的位置。,6,False
train,train__002__-opening_unprotected-40-_JPG.rf.1cf10f922884208c16a85bd0822b2e01__opening_unprotected,557,002__-opening_unprotected-40-_JPG.rf.1cf10f922884208c16a85bd0822b2e01.jpg,opening_unprotected,opening_unprotected,标出存在洞口未防护隐患的位置。,2,False
train,train__002__-guardrail_missing-103-_jpg.rf.a2928f1beb5f4131d39ad26e27ecd91d__guardrail_missing,559,002__-guardrail_missing-103-_jpg.rf.a2928f1beb5f4131d39ad26e27ecd91d.jpg,guardrail_missing,guardrail_missing,指出没有设置防护栏杆的临边区域。,7,False
